territorio,sesso,fascia_eta,condizione_lavorativa,status_studente,anno,valore_migliaia
Italia,Totale,20-24 anni,Disoccupati,Si,2019,21
Italia,Totale,20-24 anni,Disoccupati,Si,2020,23
Italia,Totale,20-24 anni,Disoccupati,Si,2021,28
Italia,Totale,20-24 anni,Disoccupati,Si,2022,23
Italia,Totale,20-24 anni,Disoccupati,Si,2023,22
Italia,Totale,20-24 anni,Disoccupati,Si,2024,17
Italia,Totale,20-24 anni,Disoccupati,Si,2025,22
Italia,Totale,20-24 anni,Disoccupati,Totale,2018,381
Italia,Totale,20-24 anni,Disoccupati,Totale,2019,340
Italia,Totale,20-24 anni,Disoccupati,Totale,2020,325
Italia,Totale,20-24 anni,Disoccupati,Totale,2021,337
Italia,Totale,20-24 anni,Disoccupati,Totale,2022,278
Italia,Totale,20-24 anni,Disoccupati,Totale,2023,275
Italia,Totale,20-24 anni,Disoccupati,Totale,2024,227
Italia,Totale,20-24 anni,Disoccupati,Totale,2025,221
Italia,Totale,20-24 anni,Totale inattivi,No,2018,480
Italia,Totale,20-24 anni,Totale inattivi,No,2019,466
Italia,Totale,20-24 anni,Totale inattivi,No,2020,522
Italia,Totale,20-24 anni,Totale inattivi,No,2021,506
Italia,Totale,20-24 anni,Totale inattivi,No,2022,424
Italia,Totale,20-24 anni,Totale inattivi,No,2023,353
Italia,Totale,20-24 anni,Totale inattivi,No,2024,348
Italia,Totale,20-24 anni,Totale inattivi,No,2025,306
Italia,Totale,20-24 anni,Totale inattivi,Si,2018,1154
Italia,Totale,20-24 anni,Totale inattivi,Si,2019,1160
Italia,Totale,20-24 anni,Totale inattivi,Si,2020,1200
Italia,Totale,20-24 anni,Totale inattivi,Si,2021,1160
Italia,Totale,20-24 anni,Totale inattivi,Si,2022,1187
Italia,Totale,20-24 anni,Totale inattivi,Si,2023,1231
Italia,Totale,20-24 anni,Totale inattivi,Si,2024,1324
Italia,Totale,20-24 anni,Totale inattivi,Si,2025,1462
Italia,Totale,20-24 anni,Totale inattivi,Totale,2018,1633
Italia,Totale,20-24 anni,Totale inattivi,Totale,2019,1626
Italia,Totale,20-24 anni,Totale inattivi,Totale,2020,1722
Italia,Totale,20-24 anni,Totale inattivi,Totale,2021,1666
Italia,Totale,20-24 anni,Totale inattivi,Totale,2022,1612
Italia,Totale,20-24 anni,Totale inattivi,Totale,2023,1584
Italia,Totale,20-24 anni,Totale inattivi,Totale,2024,1672
Italia,Totale,20-24 anni,Totale inattivi,Totale,2025,1767
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2018,269
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2019,256
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2020,298
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2021,266
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2022,213
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2023,188
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2024,190
Italia,Totale,20-24 anni,Forze lavoro potenziali,No,2025,164
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2018,66
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2019,61
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2020,69
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2021,68
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2022,59
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2023,53
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2024,50
Italia,Totale,20-24 anni,Forze lavoro potenziali,Si,2025,64
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2018,336
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2019,318
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2020,367
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2021,334
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2022,272
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2023,242
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2024,240
Italia,Totale,20-24 anni,Forze lavoro potenziali,Totale,2025,228
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2018,210
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2019,210
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2020,224
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2021,240
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2022,211
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2023,165
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2024,158
Italia,Totale,20-24 anni,Non cercano e non disponibili,No,2025,141
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2018,1088
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2019,1099
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2020,1131
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2021,1092
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2022,1129
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2023,1178
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2024,1274
Italia,Totale,20-24 anni,Non cercano e non disponibili,Si,2025,1397
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2018,1298
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2019,1309
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2020,1355
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2021,1332
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2022,1340
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2023,1343
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2024,1432
Italia,Totale,20-24 anni,Non cercano e non disponibili,Totale,2025,1539
Italia,Totale,20-24 anni,Totale,No,2018,1660
Italia,Totale,20-24 anni,Totale,No,2019,1638
Italia,Totale,20-24 anni,Totale,No,2020,1604
Italia,Totale,20-24 anni,Totale,No,2021,1615
Italia,Totale,20-24 anni,Totale,No,2022,1565
Italia,Totale,20-24 anni,Totale,No,2023,1495
Italia,Totale,20-24 anni,Totale,No,2024,1433
Italia,Totale,20-24 anni,Totale,No,2025,1334
Italia,Totale,20-24 anni,Totale,Si,2018,1268
Italia,Totale,20-24 anni,Totale,Si,2019,1283
Italia,Totale,20-24 anni,Totale,Si,2020,1314
Italia,Totale,20-24 anni,Totale,Si,2021,1310
Italia,Totale,20-24 anni,Totale,Si,2022,1356
Italia,Totale,20-24 anni,Totale,Si,2023,1412
Italia,Totale,20-24 anni,Totale,Si,2024,1493
Italia,Totale,20-24 anni,Totale,Si,2025,1607
Italia,Totale,20-24 anni,Totale,Totale,2018,2928
Italia,Totale,20-24 anni,Totale,Totale,2019,2922
Italia,Totale,20-24 anni,Totale,Totale,2020,2918
Italia,Totale,20-24 anni,Totale,Totale,2021,2925
Italia,Totale,20-24 anni,Totale,Totale,2022,2921
Italia,Totale,20-24 anni,Totale,Totale,2023,2907
Italia,Totale,20-24 anni,Totale,Totale,2024,2925
Italia,Totale,20-24 anni,Totale,Totale,2025,2941
Italia,Totale,15-24 anni,Forze lavoro,No,2018,1365
Italia,Totale,15-24 anni,Forze lavoro,No,2019,1345
Italia,Totale,15-24 anni,Forze lavoro,No,2020,1227
Italia,Totale,15-24 anni,Forze lavoro,No,2021,1259
Italia,Totale,15-24 anni,Forze lavoro,No,2022,1292
Italia,Totale,15-24 anni,Forze lavoro,No,2023,1302
Italia,Totale,15-24 anni,Forze lavoro,No,2024,1232
Italia,Totale,15-24 anni,Forze lavoro,No,2025,1145
Italia,Totale,15-24 anni,Forze lavoro,Si,2018,138
Italia,Totale,15-24 anni,Forze lavoro,Si,2019,153
Italia,Totale,15-24 anni,Forze lavoro,Si,2020,140
Italia,Totale,15-24 anni,Forze lavoro,Si,2021,180
Italia,Totale,15-24 anni,Forze lavoro,Si,2022,210
Italia,Totale,15-24 anni,Forze lavoro,Si,2023,226
Italia,Totale,15-24 anni,Forze lavoro,Si,2024,209
Italia,Totale,15-24 anni,Forze lavoro,Si,2025,176
Italia,Totale,15-24 anni,Forze lavoro,Totale,2017,1518
Italia,Totale,15-24 anni,Forze lavoro,Totale,2018,1503
Italia,Totale,15-24 anni,Forze lavoro,Totale,2019,1498
Italia,Totale,15-24 anni,Forze lavoro,Totale,2020,1367
Italia,Totale,15-24 anni,Forze lavoro,Totale,2021,1439
Italia,Totale,15-24 anni,Forze lavoro,Totale,2022,1502
Italia,Totale,15-24 anni,Forze lavoro,Totale,2023,1528
Italia,Totale,15-24 anni,Forze lavoro,Totale,2024,1441
Italia,Totale,15-24 anni,Forze lavoro,Totale,2025,1321
Italia,Totale,15-24 anni,Occupati,No,2018,910
Italia,Totale,15-24 anni,Occupati,No,2019,940
Italia,Totale,15-24 anni,Occupati,No,2020,851
Italia,Totale,15-24 anni,Occupati,No,2021,869
Italia,Totale,15-24 anni,Occupati,No,2022,972
Italia,Totale,15-24 anni,Occupati,No,2023,986
Italia,Totale,15-24 anni,Occupati,No,2024,966
Italia,Totale,15-24 anni,Occupati,No,2025,899
Italia,Totale,15-24 anni,Occupati,Si,2018,109
Italia,Totale,15-24 anni,Occupati,Si,2019,121
Italia,Totale,15-24 anni,Occupati,Si,2020,109
Italia,Totale,15-24 anni,Occupati,Si,2021,142
Italia,Totale,15-24 anni,Occupati,Si,2022,174
Italia,Totale,15-24 anni,Occupati,Si,2023,195
Italia,Totale,15-24 anni,Occupati,Si,2024,182
Italia,Totale,15-24 anni,Occupati,Si,2025,151
Italia,Totale,15-24 anni,Occupati,Totale,2017,992
Italia,Totale,15-24 anni,Occupati,Totale,2018,1019
Italia,Totale,15-24 anni,Occupati,Totale,2019,1061
Italia,Totale,15-24 anni,Occupati,Totale,2020,959
Italia,Totale,15-24 anni,Occupati,Totale,2021,1012
Italia,Totale,15-24 anni,Occupati,Totale,2022,1146
Italia,Totale,15-24 anni,Occupati,Totale,2023,1181
Italia,Totale,15-24 anni,Occupati,Totale,2024,1148
Italia,Totale,15-24 anni,Occupati,Totale,2025,1049
Italia,Totale,15-24 anni,Disoccupati,No,2018,455
Italia,Totale,15-24 anni,Disoccupati,No,2019,405
Italia,Totale,15-24 anni,Disoccupati,No,2020,376
Italia,Totale,15-24 anni,Disoccupati,No,2021,389
Italia,Totale,15-24 anni,Disoccupati,No,2022,320
Italia,Totale,15-24 anni,Disoccupati,No,2023,316
Italia,Totale,15-24 anni,Disoccupati,No,2024,266
Italia,Totale,15-24 anni,Disoccupati,No,2025,246
Italia,Totale,15-24 anni,Disoccupati,Si,2018,29
Italia,Totale,15-24 anni,Disoccupati,Si,2019,32
Italia,Totale,15-24 anni,Disoccupati,Si,2020,32
Italia,Totale,15-24 anni,Disoccupati,Si,2021,37
Italia,Totale,15-24 anni,Disoccupati,Si,2022,36
Italia,Totale,15-24 anni,Disoccupati,Si,2023,31
Italia,Totale,15-24 anni,Disoccupati,Si,2024,27
Italia,Totale,15-24 anni,Disoccupati,Si,2025,26
Italia,Totale,15-24 anni,Disoccupati,Totale,2017,526
Italia,Totale,15-24 anni,Disoccupati,Totale,2018,484
Italia,Totale,15-24 anni,Disoccupati,Totale,2019,437
Italia,Totale,15-24 anni,Disoccupati,Totale,2020,407
Italia,Totale,15-24 anni,Disoccupati,Totale,2021,427
Italia,Totale,15-24 anni,Disoccupati,Totale,2022,356
Italia,Totale,15-24 anni,Disoccupati,Totale,2023,347
Italia,Totale,15-24 anni,Disoccupati,Totale,2024,293
Italia,Totale,15-24 anni,Disoccupati,Totale,2025,272
Italia,Totale,15-24 anni,Totale inattivi,No,2018,728
Italia,Totale,15-24 anni,Totale inattivi,No,2019,711
Italia,Totale,15-24 anni,Totale inattivi,No,2020,774
Italia,Totale,15-24 anni,Totale inattivi,No,2021,828
Italia,Totale,15-24 anni,Totale inattivi,No,2022,672
Italia,Totale,15-24 anni,Totale inattivi,No,2023,491
Italia,Totale,15-24 anni,Totale inattivi,No,2024,483
Italia,Totale,15-24 anni,Totale inattivi,No,2025,405
Italia,Totale,15-24 anni,Totale inattivi,Si,2018,3561
Italia,Totale,15-24 anni,Totale inattivi,Si,2019,3570
Italia,Totale,15-24 anni,Totale inattivi,Si,2020,3631
Italia,Totale,15-24 anni,Totale inattivi,Si,2021,3506
Italia,Totale,15-24 anni,Totale inattivi,Si,2022,3608
Italia,Totale,15-24 anni,Totale inattivi,Si,2023,3771
Italia,Totale,15-24 anni,Totale inattivi,Si,2024,3900
Italia,Totale,15-24 anni,Totale inattivi,Si,2025,4125
Italia,Totale,15-24 anni,Totale inattivi,Totale,2017,4298
Italia,Totale,15-24 anni,Totale inattivi,Totale,2018,4290
Italia,Totale,15-24 anni,Totale inattivi,Totale,2019,4281
Italia,Totale,15-24 anni,Totale inattivi,Totale,2020,4405
Italia,Totale,15-24 anni,Totale inattivi,Totale,2021,4334
Italia,Totale,15-24 anni,Totale inattivi,Totale,2022,4280
Italia,Totale,15-24 anni,Totale inattivi,Totale,2023,4262
Italia,Totale,15-24 anni,Totale inattivi,Totale,2024,4383
Italia,Totale,15-24 anni,Totale inattivi,Totale,2025,4530
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2018,352
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2019,342
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2020,389
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2021,335
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2022,277
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2023,246
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2024,244
Italia,Totale,15-24 anni,Forze lavoro potenziali,No,2025,211
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2018,106
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2019,100
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2020,103
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2021,97
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2022,91
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2023,87
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2024,82
Italia,Totale,15-24 anni,Forze lavoro potenziali,Si,2025,88
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2018,459
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2019,441
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2020,493
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2021,432
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2022,368
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2023,332
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2024,326
Italia,Totale,15-24 anni,Forze lavoro potenziali,Totale,2025,298
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2018,376
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2019,369
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2020,384
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2021,493
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2022,395
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2023,245
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2024,239
Italia,Totale,15-24 anni,Non cercano e non disponibili,No,2025,194
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2018,3455
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2019,3471
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2020,3528
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2021,3409
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2022,3517
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2023,3684
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2024,3818
Italia,Totale,15-24 anni,Non cercano e non disponibili,Si,2025,4038
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2018,3831
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2019,3840
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2020,3912
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2021,3902
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2022,3912
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2023,3929
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2024,4057
Italia,Totale,15-24 anni,Non cercano e non disponibili,Totale,2025,4232
Italia,Totale,15-24 anni,Totale,No,2018,2093
Italia,Totale,15-24 anni,Totale,No,2019,2055
Italia,Totale,15-24 anni,Totale,No,2020,2000
Italia,Totale,15-24 anni,Totale,No,2021,2087
Italia,Totale,15-24 anni,Totale,No,2022,1964
Italia,Totale,15-24 anni,Totale,No,2023,1792
Italia,Totale,15-24 anni,Totale,No,2024,1715
Italia,Totale,15-24 anni,Totale,No,2025,1549
Italia,Totale,15-24 anni,Totale,Si,2018,3700
Italia,Totale,15-24 anni,Totale,Si,2019,3724
Italia,Totale,15-24 anni,Totale,Si,2020,3771
Italia,Totale,15-24 anni,Totale,Si,2021,3685
Italia,Totale,15-24 anni,Totale,Si,2022,3818
Italia,Totale,15-24 anni,Totale,Si,2023,3997
Italia,Totale,15-24 anni,Totale,Si,2024,4108
Italia,Totale,15-24 anni,Totale,Si,2025,4302
Italia,Totale,15-24 anni,Totale,Totale,2017,5816
Italia,Totale,15-24 anni,Totale,Totale,2018,5793
Italia,Totale,15-24 anni,Totale,Totale,2019,5779
Italia,Totale,15-24 anni,Totale,Totale,2020,5772
Italia,Totale,15-24 anni,Totale,Totale,2021,5772
Italia,Totale,15-24 anni,Totale,Totale,2022,5782
Italia,Totale,15-24 anni,Totale,Totale,2023,5790
Italia,Totale,15-24 anni,Totale,Totale,2024,5823
Italia,Totale,15-24 anni,Totale,Totale,2025,5851
Italia,Totale,25-29 anni,Forze lavoro,No,2018,2046
Italia,Totale,25-29 anni,Forze lavoro,No,2019,2026
Italia,Totale,25-29 anni,Forze lavoro,No,2020,1880
Italia,Totale,25-29 anni,Forze lavoro,No,2021,1936
Italia,Totale,25-29 anni,Forze lavoro,No,2022,1948
Italia,Totale,25-29 anni,Forze lavoro,No,2023,1951
Italia,Totale,25-29 anni,Forze lavoro,No,2024,1968
Italia,Totale,25-29 anni,Forze lavoro,No,2025,1963
Italia,Totale,25-29 anni,Forze lavoro,Si,2018,119
Italia,Totale,25-29 anni,Forze lavoro,Si,2019,119
Italia,Totale,25-29 anni,Forze lavoro,Si,2020,127
Italia,Totale,25-29 anni,Forze lavoro,Si,2021,145
Italia,Totale,25-29 anni,Forze lavoro,Si,2022,162
Italia,Totale,25-29 anni,Forze lavoro,Si,2023,164
Italia,Totale,25-29 anni,Forze lavoro,Si,2024,144
Italia,Totale,25-29 anni,Forze lavoro,Si,2025,132
Italia,Totale,25-29 anni,Forze lavoro,Totale,2018,2165
Italia,Totale,25-29 anni,Forze lavoro,Totale,2019,2145
Italia,Totale,25-29 anni,Forze lavoro,Totale,2020,2007
Italia,Totale,25-29 anni,Forze lavoro,Totale,2021,2081
Italia,Totale,25-29 anni,Forze lavoro,Totale,2022,2111
Italia,Totale,25-29 anni,Forze lavoro,Totale,2023,2115
Italia,Totale,25-29 anni,Forze lavoro,Totale,2024,2112
Italia,Totale,25-29 anni,Forze lavoro,Totale,2025,2094
Italia,Totale,25-29 anni,Occupati,No,2018,1647
Italia,Totale,25-29 anni,Occupati,No,2019,1669
Italia,Totale,25-29 anni,Occupati,No,2020,1551
Italia,Totale,25-29 anni,Occupati,No,2021,1604
Italia,Totale,25-29 anni,Occupati,No,2022,1675
Italia,Totale,25-29 anni,Occupati,No,2023,1707
Italia,Totale,25-29 anni,Occupati,No,2024,1755
Italia,Totale,25-29 anni,Occupati,No,2025,1760
Italia,Totale,25-29 anni,Occupati,Si,2018,94
Italia,Totale,25-29 anni,Occupati,Si,2019,99
Italia,Totale,25-29 anni,Occupati,Si,2020,107
Italia,Totale,25-29 anni,Occupati,Si,2021,120
Italia,Totale,25-29 anni,Occupati,Si,2022,141
Italia,Totale,25-29 anni,Occupati,Si,2023,147
Italia,Totale,25-29 anni,Occupati,Si,2024,127
Italia,Totale,25-29 anni,Occupati,Si,2025,115
Italia,Totale,25-29 anni,Occupati,Totale,2018,1741
Italia,Totale,25-29 anni,Occupati,Totale,2019,1768
Italia,Totale,25-29 anni,Occupati,Totale,2020,1658
Italia,Totale,25-29 anni,Occupati,Totale,2021,1725
Italia,Totale,25-29 anni,Occupati,Totale,2022,1816
Italia,Totale,25-29 anni,Occupati,Totale,2023,1854
Italia,Totale,25-29 anni,Occupati,Totale,2024,1882
Italia,Totale,25-29 anni,Occupati,Totale,2025,1875
Italia,Totale,25-29 anni,Disoccupati,No,2018,399
Italia,Totale,25-29 anni,Disoccupati,No,2019,357
Italia,Totale,25-29 anni,Disoccupati,No,2020,329
Italia,Totale,25-29 anni,Disoccupati,No,2021,331
Italia,Totale,25-29 anni,Disoccupati,No,2022,273
Italia,Totale,25-29 anni,Disoccupati,No,2023,244
Italia,Totale,25-29 anni,Disoccupati,No,2024,213
Italia,Totale,25-29 anni,Disoccupati,No,2025,203
Italia,Totale,25-29 anni,Disoccupati,Si,2018,25
Italia,Totale,25-29 anni,Disoccupati,Si,2019,20
Italia,Totale,25-29 anni,Disoccupati,Si,2020,20
Italia,Totale,25-29 anni,Disoccupati,Si,2021,25
Italia,Totale,25-29 anni,Disoccupati,Si,2022,21
Italia,Totale,25-29 anni,Disoccupati,Si,2023,17
Italia,Totale,25-29 anni,Disoccupati,Si,2024,17
Italia,Totale,25-29 anni,Disoccupati,Si,2025,17
Italia,Totale,25-29 anni,Disoccupati,Totale,2018,424
Italia,Totale,25-29 anni,Disoccupati,Totale,2019,377
Italia,Totale,25-29 anni,Disoccupati,Totale,2020,349
Italia,Totale,25-29 anni,Disoccupati,Totale,2021,356
Italia,Totale,25-29 anni,Disoccupati,Totale,2022,294
Italia,Totale,25-29 anni,Disoccupati,Totale,2023,261
Italia,Totale,25-29 anni,Disoccupati,Totale,2024,230
Italia,Totale,25-29 anni,Disoccupati,Totale,2025,219
Italia,Totale,25-29 anni,Totale inattivi,No,2018,619
Italia,Totale,25-29 anni,Totale inattivi,No,2019,613
Italia,Totale,25-29 anni,Totale inattivi,No,2020,703
Italia,Totale,25-29 anni,Totale inattivi,No,2021,620
Italia,Totale,25-29 anni,Totale inattivi,No,2022,525
Italia,Totale,25-29 anni,Totale inattivi,No,2023,471
Italia,Totale,25-29 anni,Totale inattivi,No,2024,468
Italia,Totale,25-29 anni,Totale inattivi,No,2025,453
Italia,Totale,25-29 anni,Totale inattivi,Si,2018,391
Italia,Totale,25-29 anni,Totale inattivi,Si,2019,377
Italia,Totale,25-29 anni,Totale inattivi,Si,2020,380
Italia,Totale,25-29 anni,Totale inattivi,Si,2021,335
Italia,Totale,25-29 anni,Totale inattivi,Si,2022,353
Italia,Totale,25-29 anni,Totale inattivi,Si,2023,374
Italia,Totale,25-29 anni,Totale inattivi,Si,2024,401
Italia,Totale,25-29 anni,Totale inattivi,Si,2025,448
Italia,Totale,25-29 anni,Totale inattivi,Totale,2018,1010
Italia,Totale,25-29 anni,Totale inattivi,Totale,2019,991
Italia,Totale,25-29 anni,Totale inattivi,Totale,2020,1083
Italia,Totale,25-29 anni,Totale inattivi,Totale,2021,954
Italia,Totale,25-29 anni,Totale inattivi,Totale,2022,877
Italia,Totale,25-29 anni,Totale inattivi,Totale,2023,846
Italia,Totale,25-29 anni,Totale inattivi,Totale,2024,869
Italia,Totale,25-29 anni,Totale inattivi,Totale,2025,901
Italia,Totale,25-29 anni,Forze lavoro potenziali,No,2018,302
Italia,Totale,25-29 anni,Forze lavoro potenziali,No,2019,298
Italia,Totale,25-29 anni,Forze lavoro potenziali,No,2020,355
Italia,Totale,25-29 anni,Forze lavoro potenziali,No,2021,322
Italia,Totale,25-29 anni,Forze lavoro potenziali,No,2022,232
Italia,Totale,25-29 anni,Forze lavoro potenziali,No,2023,198
